process_id,frequency,feature,kind,mean_value,std_value,refits
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS001_MOM_255_0,coefficient,0.07988573570275238,0.03825659416881432,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS001_MOM_255_0_x_MKT_AVG_CORR63,coefficient,0.05743601501482768,0.053350811647535364,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS001_MOM_255_0_x_MKT_DD252_SEVERITY,coefficient,-0.030006266515456622,0.04988057085937215,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS001_MOM_255_0_x_MKT_LOG_RV21,coefficient,0.010779696997327342,0.019626116605363522,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS001_MOM_255_0_x_MKT_TREND126,coefficient,-0.00479012576337303,0.09217712397308729,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS001_MOM_255_0_x_MKT_XS_DISP21,coefficient,-0.012217408798038579,0.027915946554884274,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS002_MOM_12_1,coefficient,-0.07615577591560699,0.032793523556235875,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS002_MOM_12_1_x_MKT_AVG_CORR63,coefficient,-0.06211031549022259,0.04457897482912411,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS002_MOM_12_1_x_MKT_DD252_SEVERITY,coefficient,0.046147415480074526,0.039232777030420586,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS002_MOM_12_1_x_MKT_LOG_RV21,coefficient,-0.016216890512108804,0.05302065054428329,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS002_MOM_12_1_x_MKT_TREND126,coefficient,0.006045723418955325,0.03765888326355515,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS002_MOM_12_1_x_MKT_XS_DISP21,coefficient,-0.00594481773162699,0.01590597794075029,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS003_MOM_12_7,coefficient,0.0027531884472674897,0.010185808595672297,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS003_MOM_12_7_x_MKT_AVG_CORR63,coefficient,0.008087643997870632,0.017779911664053568,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS003_MOM_12_7_x_MKT_DD252_SEVERITY,coefficient,-0.023365655761177478,0.04011368685436056,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS003_MOM_12_7_x_MKT_LOG_RV21,coefficient,-0.009823696754368014,0.041654711520001414,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS003_MOM_12_7_x_MKT_TREND126,coefficient,-0.028098990274286376,0.04624847402918292,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS003_MOM_12_7_x_MKT_XS_DISP21,coefficient,-0.008885431295921809,0.023855199295006332,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS004_HIGH_52W,coefficient,0.009973552050612887,0.014804312779153258,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS004_HIGH_52W_x_MKT_AVG_CORR63,coefficient,0.005199284849510021,0.026526225228820612,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS004_HIGH_52W_x_MKT_DD252_SEVERITY,coefficient,-0.01880325493728617,0.044584903891403294,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS004_HIGH_52W_x_MKT_LOG_RV21,coefficient,-0.026368787347131335,0.03214231606281248,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS004_HIGH_52W_x_MKT_TREND126,coefficient,-0.03393005137410465,0.03483725042175058,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS004_HIGH_52W_x_MKT_XS_DISP21,coefficient,-0.008258441226538437,0.019059262882531666,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS007_ST_REV_21,coefficient,0.03808922760157901,0.01951288570039088,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS007_ST_REV_21_x_MKT_AVG_CORR63,coefficient,-0.002851763607924751,0.03195091212974786,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS007_ST_REV_21_x_MKT_DD252_SEVERITY,coefficient,-0.003976842766220645,0.018028519474996164,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS007_ST_REV_21_x_MKT_LOG_RV21,coefficient,-0.0060894864412469885,0.031495125897806835,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS007_ST_REV_21_x_MKT_TREND126,coefficient,-0.035078586635643,0.025292756734481708,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS007_ST_REV_21_x_MKT_XS_DISP21,coefficient,0.033614254917475946,0.015902983859903186,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS008_SAME_MONTH_5Y,coefficient,-0.014053663905798326,0.009860260314657428,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS008_SAME_MONTH_5Y_x_MKT_AVG_CORR63,coefficient,0.03128038225863912,0.03602940371741931,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS008_SAME_MONTH_5Y_x_MKT_DD252_SEVERITY,coefficient,0.02313048552979493,0.025494954367237376,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS008_SAME_MONTH_5Y_x_MKT_LOG_RV21,coefficient,-0.016213896242265016,0.01738223614880042,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS008_SAME_MONTH_5Y_x_MKT_TREND126,coefficient,0.01623538515793248,0.013260306760480754,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS008_SAME_MONTH_5Y_x_MKT_XS_DISP21,coefficient,0.0242137726687832,0.01735683446302825,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS013_LOW_BETA_FP,coefficient,-0.029077798531795946,0.018648895724104997,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS013_LOW_BETA_FP_x_MKT_AVG_CORR63,coefficient,-0.06805890462173383,0.03835129931997994,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS013_LOW_BETA_FP_x_MKT_DD252_SEVERITY,coefficient,0.011730285365862259,0.025675062003220145,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS013_LOW_BETA_FP_x_MKT_LOG_RV21,coefficient,0.04310101295395109,0.03908310933656819,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS013_LOW_BETA_FP_x_MKT_TREND126,coefficient,-0.007498284672802734,0.025347722884580554,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS013_LOW_BETA_FP_x_MKT_XS_DISP21,coefficient,-0.028916133038959096,0.020274077008688197,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS015_MAX_21,coefficient,0.011403718293687994,0.006829131692142355,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS015_MAX_21_x_MKT_AVG_CORR63,coefficient,-0.01967032863610177,0.01417152657533482,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS015_MAX_21_x_MKT_DD252_SEVERITY,coefficient,-0.03956261950332016,0.01857294651488955,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS015_MAX_21_x_MKT_LOG_RV21,coefficient,0.028872256644182734,0.02278166851032325,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS015_MAX_21_x_MKT_TREND126,coefficient,-0.025811562368161282,0.015635160739056332,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS015_MAX_21_x_MKT_XS_DISP21,coefficient,-0.007130795957006502,0.01325740910772013,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS018_AMIHUD_252,coefficient,-0.007416696628224389,0.005296319211719338,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS018_AMIHUD_252_x_MKT_AVG_CORR63,coefficient,0.01476204847977921,0.00799189929780912,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS018_AMIHUD_252_x_MKT_DD252_SEVERITY,coefficient,-0.012025375864125859,0.01586179585063955,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS018_AMIHUD_252_x_MKT_LOG_RV21,coefficient,0.017362239694712907,0.02145725902054964,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS018_AMIHUD_252_x_MKT_TREND126,coefficient,0.011389636645431666,0.016016834393996923,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS018_AMIHUD_252_x_MKT_XS_DISP21,coefficient,0.01909451426880281,0.01313175818849415,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS019_PRICE_DELAY_52W,coefficient,0.001071137700132051,0.004762056600148383,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS019_PRICE_DELAY_52W_x_MKT_AVG_CORR63,coefficient,0.004294531068871663,0.013990379426676412,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS019_PRICE_DELAY_52W_x_MKT_DD252_SEVERITY,coefficient,-0.00956950205860695,0.011178990632831487,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS019_PRICE_DELAY_52W_x_MKT_LOG_RV21,coefficient,0.0031503466462363453,0.013045514242481904,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS019_PRICE_DELAY_52W_x_MKT_TREND126,coefficient,0.004345492477084138,0.009304040366104662,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS019_PRICE_DELAY_52W_x_MKT_XS_DISP21,coefficient,-0.007473378313867641,0.014459337347037906,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS020_VOLUME_SHOCK_50D,coefficient,0.010509701225253439,0.008775358323484183,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS020_VOLUME_SHOCK_50D_x_MKT_AVG_CORR63,coefficient,-0.009084294538109708,0.010437882251428617,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS020_VOLUME_SHOCK_50D_x_MKT_DD252_SEVERITY,coefficient,0.017714863061291237,0.014838093249616442,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS020_VOLUME_SHOCK_50D_x_MKT_LOG_RV21,coefficient,0.010255965037684386,0.012691833483101394,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS020_VOLUME_SHOCK_50D_x_MKT_TREND126,coefficient,0.0068447255992729284,0.018004586064880646,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS020_VOLUME_SHOCK_50D_x_MKT_XS_DISP21,coefficient,-0.009565830139649784,0.00878111623154106,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS032_GROSS_PROFIT_AT,coefficient,0.016793949918030484,0.010982891037849501,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS032_GROSS_PROFIT_AT_x_MKT_AVG_CORR63,coefficient,-0.011811889130068823,0.023587679132806683,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS032_GROSS_PROFIT_AT_x_MKT_DD252_SEVERITY,coefficient,-0.01398726652385628,0.013943730990545408,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS032_GROSS_PROFIT_AT_x_MKT_LOG_RV21,coefficient,0.008144055837596097,0.011703882872175648,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS032_GROSS_PROFIT_AT_x_MKT_TREND126,coefficient,-0.02203029414084776,0.011378658782313329,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS032_GROSS_PROFIT_AT_x_MKT_XS_DISP21,coefficient,0.0023022740527327236,0.014119566049608945,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS041_ASSET_GROWTH,coefficient,-0.0070033739360142976,0.012071186617013617,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS041_ASSET_GROWTH_x_MKT_AVG_CORR63,coefficient,0.0033984378138280868,0.02195498557972377,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS041_ASSET_GROWTH_x_MKT_DD252_SEVERITY,coefficient,-0.004565596725675793,0.01347591106161251,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS041_ASSET_GROWTH_x_MKT_LOG_RV21,coefficient,0.01347127446011526,0.02021270021270799,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS041_ASSET_GROWTH_x_MKT_TREND126,coefficient,0.005166979521701005,0.0077554363503418,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS041_ASSET_GROWTH_x_MKT_XS_DISP21,coefficient,0.0005719232804320896,0.005265812750855212,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS056_CFO_ACCRUALS_PT,coefficient,0.002543602630454813,0.008397542940966334,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS056_CFO_ACCRUALS_PT_x_MKT_AVG_CORR63,coefficient,-0.004140265029993002,0.00570629621581732,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS056_CFO_ACCRUALS_PT_x_MKT_DD252_SEVERITY,coefficient,0.022003337976345516,0.020510882806524924,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS056_CFO_ACCRUALS_PT_x_MKT_LOG_RV21,coefficient,-0.007820084796228555,0.009652437185047916,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS056_CFO_ACCRUALS_PT_x_MKT_TREND126,coefficient,-0.0014681340628549954,0.008062811960685225,101
AB_RIDGE__ALL14_S5_NO_RSP,monthly,XS056_CFO_ACCRUALS_PT_x_MKT_XS_DISP21,coefficient,-0.00800459811523984,0.0114072082766685,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS001_MOM_255_0,coefficient,0.0015988922089639048,0.0011042612240103914,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS001_MOM_255_0_x_MKT_AVG_CORR63,coefficient,-0.0005123068529263566,0.0014488087063680003,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS001_MOM_255_0_x_MKT_DD252_SEVERITY,coefficient,0.0006826225537851436,0.0024891920796581155,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS001_MOM_255_0_x_MKT_LOG_RV21,coefficient,-7.58555228909288e-05,0.0018299874919622565,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS001_MOM_255_0_x_MKT_TREND126,coefficient,-0.0010786469104910347,0.003403888792312278,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS001_MOM_255_0_x_MKT_XS_DISP21,coefficient,-2.1099083603249762e-06,0.0024997788422097124,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS002_MOM_12_1,coefficient,0.0027591619755824204,0.0013608429584049528,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS002_MOM_12_1_x_MKT_AVG_CORR63,coefficient,-0.0010034270909048098,0.0014296527171665542,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS002_MOM_12_1_x_MKT_DD252_SEVERITY,coefficient,0.0009722162612305248,0.0030752671023165845,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS002_MOM_12_1_x_MKT_LOG_RV21,coefficient,0.0002597989996857694,0.003329369185859391,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS002_MOM_12_1_x_MKT_TREND126,coefficient,-0.0017529518954861713,0.0024176574514715053,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS002_MOM_12_1_x_MKT_XS_DISP21,coefficient,0.001937623527834179,0.002711299975251394,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS003_MOM_12_7,coefficient,0.0008829482066178906,0.0020324488002388345,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS003_MOM_12_7_x_MKT_AVG_CORR63,coefficient,-0.0012775557928613676,0.0016385757752844473,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS003_MOM_12_7_x_MKT_DD252_SEVERITY,coefficient,0.0028598138853829875,0.0035105389278558,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS003_MOM_12_7_x_MKT_LOG_RV21,coefficient,-0.0031160430525288443,0.0038619933179840347,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS003_MOM_12_7_x_MKT_TREND126,coefficient,-0.00344165031533947,0.0031466504406322464,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS003_MOM_12_7_x_MKT_XS_DISP21,coefficient,-0.0031166618347163787,0.0028316128691478217,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS004_HIGH_52W,coefficient,-0.0003316419734385422,0.0017412812314737498,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS004_HIGH_52W_x_MKT_AVG_CORR63,coefficient,-0.0024357913148406506,0.0013758388624037963,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS004_HIGH_52W_x_MKT_DD252_SEVERITY,coefficient,-0.004683507230621699,0.0029094861969996204,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS004_HIGH_52W_x_MKT_LOG_RV21,coefficient,-0.0016445782533536994,0.003519393892782228,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS004_HIGH_52W_x_MKT_TREND126,coefficient,-0.00043055754662940296,0.001807048437185698,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS004_HIGH_52W_x_MKT_XS_DISP21,coefficient,-0.0010797538312817003,0.0025767899727542395,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS007_ST_REV_21,coefficient,0.00710067672933847,0.0018727088347644018,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS007_ST_REV_21_x_MKT_AVG_CORR63,coefficient,0.004111814296378542,0.003092125648706783,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS007_ST_REV_21_x_MKT_DD252_SEVERITY,coefficient,0.0007088347162866237,0.002219804562482442,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS007_ST_REV_21_x_MKT_LOG_RV21,coefficient,0.003028650407341561,0.0021582286143821015,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS007_ST_REV_21_x_MKT_TREND126,coefficient,-0.0014699598132260551,0.0017132673971952824,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS007_ST_REV_21_x_MKT_XS_DISP21,coefficient,0.006163601048547648,0.003927539686076753,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS008_SAME_MONTH_5Y,coefficient,-0.004253745841960968,0.0014235952823299315,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS008_SAME_MONTH_5Y_x_MKT_AVG_CORR63,coefficient,0.0037276859389331752,0.0026089925887113276,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS008_SAME_MONTH_5Y_x_MKT_DD252_SEVERITY,coefficient,0.002421990743168655,0.0018940314192748026,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS008_SAME_MONTH_5Y_x_MKT_LOG_RV21,coefficient,0.0015601840706616146,0.0016808745824958226,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS008_SAME_MONTH_5Y_x_MKT_TREND126,coefficient,2.50841124374314e-05,0.001217479702218895,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS008_SAME_MONTH_5Y_x_MKT_XS_DISP21,coefficient,0.003245522724201968,0.0020923353347248397,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS013_LOW_BETA_FP,coefficient,-0.0030526335054107973,0.002476835375220955,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS013_LOW_BETA_FP_x_MKT_AVG_CORR63,coefficient,-0.006489718100469911,0.0023338026893543113,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS013_LOW_BETA_FP_x_MKT_DD252_SEVERITY,coefficient,-0.0023063520889759323,0.0040458382297391005,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS013_LOW_BETA_FP_x_MKT_LOG_RV21,coefficient,-0.001423625386672064,0.0024658739873040345,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS013_LOW_BETA_FP_x_MKT_TREND126,coefficient,0.0011377862848276337,0.00328905730723141,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS013_LOW_BETA_FP_x_MKT_XS_DISP21,coefficient,0.0013647292546282812,0.002540108833363375,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS015_MAX_21,coefficient,0.002374410527069652,0.0017034430956144812,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS015_MAX_21_x_MKT_AVG_CORR63,coefficient,-0.0028058594059124572,0.001546748605531591,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS015_MAX_21_x_MKT_DD252_SEVERITY,coefficient,-0.004772127298336099,0.0015308156672968528,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS015_MAX_21_x_MKT_LOG_RV21,coefficient,-0.0010630577566376005,0.001623660405051546,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS015_MAX_21_x_MKT_TREND126,coefficient,-0.00010472193408731714,0.0014885862138508392,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS015_MAX_21_x_MKT_XS_DISP21,coefficient,0.002192497334230073,0.003016508581416564,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS018_AMIHUD_252,coefficient,-0.0010760418881198114,0.0011364738224238224,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS018_AMIHUD_252_x_MKT_AVG_CORR63,coefficient,0.0029951384037956576,0.0010689964334640197,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS018_AMIHUD_252_x_MKT_DD252_SEVERITY,coefficient,-0.0011555370503091133,0.0011906849658347238,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS018_AMIHUD_252_x_MKT_LOG_RV21,coefficient,0.00397344970520942,0.0018803594381761814,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS018_AMIHUD_252_x_MKT_TREND126,coefficient,0.0019019222678718249,0.0029506088446695526,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS018_AMIHUD_252_x_MKT_XS_DISP21,coefficient,0.0010708374152228882,0.0025687493564678743,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS019_PRICE_DELAY_52W,coefficient,0.0005817552044879473,0.001675752823316764,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS019_PRICE_DELAY_52W_x_MKT_AVG_CORR63,coefficient,-0.0020521158306905226,0.00199280435149831,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS019_PRICE_DELAY_52W_x_MKT_DD252_SEVERITY,coefficient,-0.003027472408963837,0.001090059024792912,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS019_PRICE_DELAY_52W_x_MKT_LOG_RV21,coefficient,0.0003710202177256772,0.0014742337321720135,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS019_PRICE_DELAY_52W_x_MKT_TREND126,coefficient,0.0033205293747427312,0.001418810681050015,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS019_PRICE_DELAY_52W_x_MKT_XS_DISP21,coefficient,0.0013804667223370247,0.002621515481296556,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS020_VOLUME_SHOCK_50D,coefficient,0.0003600284624539868,0.0010815312834230445,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS020_VOLUME_SHOCK_50D_x_MKT_AVG_CORR63,coefficient,-0.0007379087492430848,0.002358486423491634,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS020_VOLUME_SHOCK_50D_x_MKT_DD252_SEVERITY,coefficient,0.0008409955638265949,0.001025105625385745,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS020_VOLUME_SHOCK_50D_x_MKT_LOG_RV21,coefficient,-0.00013866871035868647,0.0011200234147893597,101
AB_RIDGE__ALL14_S5_NO_RSP,weekly,XS020_VOLUME_SHOCK_50D_x_MKT_TREND126,coefficient,0.00032411960414727495,0.0016464907102398737,101
